Auction No,Issue date,Amount offered in Auction,Total bids (Competitive & Uncompetitive), Over/(Under) Subscribed ,   Face Value ,   Cost Value ,   Interest due , Date due,Duration,Implicit annual,Clearing ,Lowest Factor ,Weighted Average Price,Average Discount Factor,Money Market yield,Annualised , Rejected Amount ,Bid-to-cover
,-1, (1a) , (1b) ,,-2,-3,-4,-5,-6,-9,-10,-11,-12,-13,,,,
841,22-Feb-12,"10,000,000,000","28,970,800,000","18,970,800,000","10,000,000,000","9,181,896,511","818,103,489",23-Aug-12,182,,,,91.819,16.407,,18.669,"1,022",
,,,,,,,,,,,,,,,,,,
842,07-Mar-12,"15,000,000,000","59,705,600,000","44,705,600,000","15,000,000,000","13,784,252,846","1,215,747,154",06-Sep-12,182,,,,91.895,16.254,,18.473,"1,033",
,,,,,,,,,,,,,,,,,,
844,21-Mar-12,"15,000,000,000","31,313,300,000","16,313,300,000","10,913,300,000","9,972,836,358","940,463,642",20-Sep-12,182,,,,91.382,17.283,,19.809,960,
,,,,,,,,,,,,,,,,,,
845,04-Apr-12,"15,000,000,000","33,790,400,000","18,790,400,000","15,000,000,000","13,707,544,834","1,292,455,166",04-Oct-12,182,,,,91.384,17.28,,19.806,960,
,,,,,,,,,,,,,,,,,,
846,18-Apr-12,"15,000,000,000","19,987,600,000","4,987,600,000","15,000,000,000","13,695,916,974","1,304,083,026",18-Oct-12,182,,,,91.306,17.436,,20.01,950,
,,,,,,,,,,,,,,,,,,
847,02-May-12,"15,000,000,000","9,801,900,000","-5,198,100,000","4,401,900,000","4,018,657,918","383,242,082",01-Nov-12,182,,,,91.294,3.979,,20.043,"4,840",
,,,,,,,,,,,,,,,,,,
849,16-May-12,"15,000,000,000","30,317,500,000","15,317,500,000","15,000,000,000","13,676,098,107","1,323,901,893",18-Oct-12,182,,,,91.174,3.862,,20.359,"4,992",
,,,,,,,,,,,,,,,,,,
852,30-May-12,"15,000,000,000","48,231,700,000","33,231,700,000","15,000,000,000","13,693,670,493","1,306,329,507",01-Nov-12,182,,,,91.291,4.492,,20.049,"4,264",
,,,,,,,,,,,,,,,,,,
853,13-Jun-12,"15,000,000,000","34,238,500,000","19,238,500,000","15,000,000,000","13,706,848,457","1,293,151,543",13-Dec-12,182,,,,91.379,3.644,,19.818,"5,303",
,,,,,,,,,,,,,,,,,,
857,25-Jul-12,"20,000,000,000","83,033,600,000","63,033,600,000","20,000,000,000","18,410,982,570","1,589,017,430",24-Jan-13,182,,,,92.055,3.321,,18.06,"5,838",
,,,,,,,,,,,,,,,,,,
859,08-Aug-12,"15,000,000,000","67,293,600,000","52,293,600,000","15,000,000,000","13,906,773,622","1,093,226,378",07-Feb-13,182,,,,92.712,200.549,,16.389,-101,
,,,,,,,,,,,,,,,,,,
860,22-Aug-12,"15,000,000,000","51,594,400,000","36,594,400,000","15,000,000,000","14,070,075,840","929,924,160",21-Feb-13,182,,,,93.801,200.549,,13.695,-101,
,,,,,,,,,,,,,,,,,,
861,05-Sep-12,"25,000,000,000","63,319,100,000","38,319,100,000","25,000,000,000","23,581,120,934","1,418,879,066",07-Mar-13,182,,,,94.324,2.795,,12.432,"6,974",
,,,,,,,,,,,,,,,,,,
862,19-Sep-12,"25,000,000,000","57,517,100,000","32,517,100,000","25,000,000,000","23,723,696,552","1,276,303,448",21-Mar-13,182,,,,94.895,10.238,,11.081,"1,758",
,,,,,,,,,,,,,,,,,,
861,04-Oct-12,"71,889,000,000","71,889,000,000",,"71,889,000,000","68,346,862,787","3,542,137,213",05-Apr-13,182,,,,95.073,9.882,,10.664,"1,829",
,,,,,,,,,,,,,,,,,,
865,17-Oct-12,"25,000,000,000","31,452,200,000","6,452,200,000","3,552,200,000","3,356,817,501","195,382,499",18-Apr-13,182,,,,94.5,11.031,,12.015,"1,618",
,,,,,,,,,,,,,,,,,,
867,31-Oct-12,"25,000,000,000","43,957,900,000","18,957,900,000","25,000,000,000","23,349,668,189","1,650,331,811",02-May-13,182,,,,93.399,13.239,,14.678,"1,314",
,,,,,,,,,,,,,,,,,,
868,14-Nov-12,"25,000,000,000","53,229,600,000","28,229,600,000","12,685,100,000","11,840,665,203","844,434,797",16-May-13,182,,,,93.343,13.35,,14.815,"1,302",
,,,,,,,,,,,,,,,,,,
869,28-Nov-12,"25,000,000,000","37,691,700,000","12,691,700,000","18,881,700,000","17,600,602,083","1,281,097,917",30-May-13,182,,,,93.215,13.607,,15.132,"1,273",
,,,,,,,,,,,,,,,,,,
871,12-Dec-12,"20,000,000,000","62,173,000,000","42,173,000,000","20,000,000,000","18,683,206,792","1,316,793,208",13-Jun-13,182,,,,93.416,13.204,,14.636,"1,318",
,,,,,,,,,,,,,,,,,,
872,27-Dec-12,"30,000,000,000","56,105,200,000","26,105,200,000","30,000,000,000","28,031,084,394","1,968,915,606",28-Jun-13,182,,,,93.437,13.162,,14.584,"1,323",
,,,,,,,,,,,,,,,,,,
873,09-Jan-13,"30,000,000,000","44,584,700,000","14,584,700,000","30,000,000,000","27,979,039,059","2,020,960,941",11-Jul-13,182,,,,93.263,13.511,,15.013,"1,284",
,,,,,,,,,,,,,,,,,,
876,23-Jan-13,"25,000,000,000","51,764,300,000","26,764,300,000","25,000,000,000","23,304,914,447","1,695,085,553",25-Jul-13,182,,,,93.22,13.597,,15.12,"1,274",
,,,,,,,,,,,,,,,,,,
878,06-Feb-13,"25,000,000,000","46,531,900,000","21,531,900,000","25,000,000,000","23,312,113,387","1,687,886,613",08-Aug-13,182,,,,93.248,13.541,,15.05,"1,281",
,,,,,,,,,,,,,,,,,,
879,20-Feb-13,"25,000,000,000","117,668,800,000","92,668,800,000","25,000,000,000","23,376,501,241","1,623,498,759",22-Aug-13,182,,,,93.506,13.024,,13.849,"1,339",
,,,,,,,,,,,,,,,,,,
880,06-Mar-13,"25,000,000,000","146,970,700,000","121,970,700,000","25,000,000,000","23,536,516,355","1,463,483,645",05-Sep-13,182,,,,94.146,11.74,,12.86,"1,508",
,,,,,,,,,,,,,,,,,,
881,20-Mar-13,"20,000,000,000","108,977,300,000","88,977,300,000","20,000,000,000","18,930,120,647","1,069,879,353",19-Sep-13,182,,,,94.651,10.727,,11.656,"1,669",
,,,,,,,,,,,,,,,,,,
883,03-Apr-13,"25,000,000,000","103,522,400,000","78,522,400,000","25,000,000,000","23,706,314,208","1,293,685,792",03-Oct-13,182,,,,94.825,10.378,,11.245,"1,732",
,,,,,,,,,,,,,,,,,,
884,17-Apr-13,"25,000,000,000","57,900,100,000","32,900,100,000","25,000,000,000","23,706,314,208","1,293,685,792",17-Oct-13,182,,,,94.933,10.162,,10.991,"1,773",
,,,,,,,,,,,,,,,,,,
885,02-May-13,"25,000,000,000","49,855,000,000","24,855,000,000","25,000,000,000","23,733,225,183","1,266,774,817",01-Nov-13,182,,,,94.933,10.162,,10.991,"1,773",
,,,,,,,,,,,,,,,,,,
888,15-May-13,"25,000,000,000","63,588,800,000","38,588,800,000","25,000,000,000","23,725,777,713","1,274,222,287",14-Nov-13,182,,,,94.903,10.222,,11.062,"1,761",
,,,,,,,,,,,,,,,,,,
891,29-May-13,"25,000,000,000","35,667,400,000","10,667,400,000","25,000,000,000","23,698,120,568","1,301,879,432",28-Nov-13,182,,,,94.792,10.445,,11.323,"1,720",
,,,,,,,,,,,,,,,,,,
892,12-Jun-13,"30,000,000,000","54,758,500,000","24,758,500,000","30,000,000,000","28,367,308,957","1,632,691,043",12-Dec-13,182,,,,94.558,10.914,,11.876,"1,637",
,,,,,,,,,,,,,,,,,,
893,26-Jun-13,"30,000,000,000","67,751,500,000","37,751,500,000","30,000,000,000","28,337,587,518","1,662,412,482",26-Dec-13,182,,,,94.459,11.112,,12.111,"1,604",
,,,,,,,,,,,,,,,,,,
894,10-Jul-13,"15,000,000,000","30,718,500,000","15,718,500,000","15,000,000,000","15,000,000,000", -   ,09-Jan-14,182,,,,94.723,10.583,,11.486,"1,694",
,,,,,,,,,,,,,,,,,,
895,24-Jul-13,"15,000,000,000","33,739,800,000","18,739,800,000","15,000,000,000","14,193,665,364","806,334,636",23-Jan-14,182,,,,94.624,10.782,,11.72,"1,660",
,,,,,,,,,,,,,,,,,,
896,07-Aug-13,"20,000,000,000","40,660,300,000","20,660,300,000","20,000,000,000","18,936,361,006","1,063,638,994",06-Feb-14,182,,,,94.682,10.665,,11.582,"1,680",
,,,,,,,,,,,,,,,,,,
900,21-Aug-13,"20,000,000,000","66,376,800,000","46,376,800,000","20,000,000,000","18,940,990,848","1,059,009,152",20-Feb-14,182,,,,94.705,10.619,,11.528,"1,688",
,,,,,,,,,,,,,,,,,,
901,04-Sep-13,"20,000,000,000","71,695,700,000","51,695,700,000","20,000,000,000","18,913,049,515","1,086,950,485",06-Mar-14,182,,,,94.565,10.9,,11.859,"1,639",
,,,,,,,,,,,,,,,,,,
902,18-Sep-13,"15,000,000,000","49,232,500,000","34,232,500,000","15,000,000,000","14,186,195,095","813,804,905",20-Mar-14,182,,,,94.575,10.88,,11.836,"1,643",
,,,,,,,,,,,,,,,,,,
903,02-Oct-13,"20,000,000,000","47,906,000,000","27,906,000,000","20,000,000,000","18,920,250,863","1,079,749,137",03-Apr-14,182,,,,94.601,10.828,,11.774,"1,652",
,,,,,,,,,,,,,,,,,,
904,16-Oct-13,"50,000,000,000","34,061,600,000","-15,938,400,000","34,061,600,000","31,881,444,980","2,180,155,020",17-Apr-14,182,,,,93.599,12.837,,14.187,"1,362",
,,,,,,,,,,,,,,,,,,
905,30-Oct-13,"30,000,000,000","33,547,300,000","3,547,300,000","22,547,300,000","21,191,226,096","1,356,073,904",01-May-14,182,,,,93.986,12.061,,13.246,"1,462",
,,,,,,,,,,,,,,,,,,
906,13-Nov-13,"30,000,000,000","46,321,400,000","16,321,400,000","30,000,000,000","28,129,070,820","1,870,929,180",15-May-14,182,,,,93.764,12.506,,13.784,"1,403",
,,,,,,,,,,,,,,,,,,
907,27-Nov-13,"30,000,000,000","53,646,400,000","23,646,400,000","30,000,000,000","28,097,348,582","1,902,651,418",29-May-14,182,,,,93.658,12.719,,14.042,"1,376",
,,,,,,,,,,,,,,,,,,
908,11-Dec-13,"20,000,000,000","68,760,600,000","48,760,600,000","20,000,000,000","18,785,897,312","1,214,102,688",12-Jun-14,182,,,,93.929,12.175,,13.384,"1,447",
,,,,,,,,,,,,,,,,,,
909,24-Dec-13,"20,000,000,000","83,466,800,000","63,466,800,000","20,000,000,000","18,890,305,444","1,109,694,556",25-Jun-14,182,,,,94.452,11.126,,12.128,"1,602",
,,,,,,,,,,,,,,,,,,
910,08-Jan-14,"20,000,000,000","60,071,000,000","40,071,000,000","20,000,000,000","18,935,348,432","1,064,651,568",10-Jul-14,182,,,,94.677,10.675,,11.594,"1,678",
,,,,,,,,,,,,,,,,,,
911,22-Jan-14,"20,000,000,000","26,126,400,000","6,126,400,000","18,126,400,000","17,164,214,650","962,185,350",24-Jul-14,182,,,,94.692,10.645,,11.559,"1,683",
,,,,,,,,,,,,,,,,,,
912,05-Feb-14,"35,000,000,000","55,771,000,000","20,771,000,000","35,000,000,000","33,085,031,687","1,914,968,313",07-Aug-14,182,,,,94.529,10.972,,11.945,"1,627",
,,,,,,,,,,,,,,,,,,
913,19-Feb-14,"35,000,000,000","96,855,300,000","61,855,300,000","35,000,000,000","33,077,687,917","1,922,312,083",21-Aug-14,182,,,,94.508,11.014,,11.995,"1,620",2.789
,,,,,,,,,,,,,,,,,,
914,05-Mar-14,"35,000,000,000","55,442,000,000","20,442,000,000","35,000,000,000","33,061,418,281","1,938,581,719",04-Sep-14,182,,,,94.461,11.108,,12.107,"1,605",1.555
,,,,,,,,,,,,,,,,,,
915,19-Mar-14,"35,000,000,000","22,777,000,000","-12,223,000,000","19,777,000,000","18,638,055,092","1,138,944,908",18-Sep-14,182,,,,94.241,11.55,,12.632,"1,536",0.651
,,,,,,,,,,,,,,,,,,
916,02-Apr-14,"35,000,000,000","62,856,400,000","27,856,400,000","35,000,000,000","32,992,966,376","2,007,033,624",02-Oct-14,182,,,,94.266,11.5,,12.572,"1,543",1.796
,,,,,,,,,,,,,,,,,,
917,16-Apr-14,"35,000,000,000","63,610,700,000","28,610,700,000","35,000,000,000","32,977,229,803","2,022,770,197",16-Oct-14,182,,,,94.221,11.59,,12.68,"1,530",1.817
,,,,,,,,,,,,,,,,,,
918,30-Apr-14,"20,000,000,000","91,291,600,000","71,291,600,000","20,000,000,000","18,912,977,100","1,087,022,900",30-Oct-14,182,,,,94.565,10.9,,11.859,"1,639",4.565
,,,,,,,,,,,,,,,,,,
919,14-May-14,"20,000,000,000","49,391,700,000","29,391,700,000","20,000,000,000","18,920,976,402","1,079,023,598",13-Nov-14,182,,,,94.605,10.82,,11.765,"1,653",2.47
,,,,,,,,,,,,,,,,,,
920,28-May-14,"20,000,000,000","50,970,700,000","30,970,700,000","20,000,000,000","18,926,586,794","1,073,413,206",27-Nov-14,182,,,,94.633,10.763,,11.698,"1,663",2.549
,,,,,,,,,,,,,,,,,,
921,11-Jun-14,"20,000,000,000","65,480,100,000","45,480,100,000","20,000,000,000","18,949,385,861","1,050,614,139",11-Dec-14,182,,,,94.747,10.535,,11.429,"1,703",3.274
,,,,,,,,,,,,,,,,,,
922,25-Jun-14,"20,000,000,000","75,563,200,000","55,563,200,000","20,000,000,000","18,972,571,987","1,027,428,013",25-Dec-14,182,,,,89.439,21.18,,11.156,746,3.778
,,,,,,,,,,,,,,,,,,
923,09-Jul-14,"25,000,000,000","105,090,300,000","80,090,300,000","25,000,000,000","23,725,109,411","1,274,890,589",08-Jan-15,182,,,,94.9,10.228,,11.069,"1,760",4.204
,,,,,,,,,,,,,,,,,,
924,23-Jul-14,"25,000,000,000","42,292,900,000","17,292,900,000","25,000,000,000","23,698,863,522","1,301,136,478",22-Jan-15,182,,,,94.795,10.439,,11.316,"1,721",1.692
,,,,,,,,,,,,,,,,,,
925,06-Aug-14,"25,000,000,000","48,167,600,000","23,167,600,000","25,000,000,000","23,693,191,856","1,306,808,144",05-Feb-15,182,,,,94.773,10.483,,11.368,"1,713",1.927
,,,,,,,,,,,,,,,,,,
926,20-Aug-14,"25,000,000,000","37,440,400,000","12,440,400,000","25,000,000,000","23,682,246,564","1,317,753,436",19-Feb-15,182,,,,94.729,10.571,,11.471,"1,697",1.498
,,,,,,,,,,,,,,,,,,
927,03-Sep-14,"25,000,000,000","17,441,300,000","-7,558,700,000","17,441,300,000","16,469,837,590","971,462,410",05-Mar-15,182,,,,94.43,11.171,,12.18,"1,595",0.698
,,,,,,,,,,,,,,,,,,
928,17-Sep-14,"25,000,000,000","16,315,600,000","-8,684,400,000","10,315,600,000","9,728,974,778","586,625,222",19-Mar-15,182,,,,94.313,11.405,,12.46,"1,558",0.653
,,,,,,,,,,,,,,,,,,
929,01-Oct-14,"20,000,000,000","51,820,300,000","31,820,300,000","20,000,000,000","18,857,202,496","1,142,797,504",02-Apr-15,182,,,,94.286,11.459,,12.524,"1,550",2.591
,,,,,,,,,,,,,,,,,,
930,15-Oct-14,"20,000,000,000","21,539,100,000","1,539,100,000","20,000,000,000","18,838,895,172","1,161,104,828",16-Apr-15,182,,,,94.194,11.644,,12.745,"1,522",1.077
,,,,,,,,,,,,,,,,,,
931,29-Oct-14,"20,000,000,000","14,337,200,000","-5,662,800,000","14,337,200,000","13,473,396,085","863,803,915",30-Apr-15,182,,,,93.975,12.083,,13.272,"1,459",0.717
,,,,,,,,,,,,,,,,,,
932,14-Nov-14,"20,000,000,000","75,101,700,000","55,101,700,000","20,000,000,000","18,780,603,724","1,219,396,276",16-May-15,182,,,,93.903,12.228,,13.447,"1,440",3.755
,,,,,,,,,,,,,,,,,,
933,27-Nov-14,"20,000,000,000","76,410,900,000","56,410,900,000","20,000,000,000","18,884,685,399","1,115,314,601",28-May-15,182,,,,94.423,12.25,,12.197,"1,437",3.821
,,,,,,,,,,,,,,,,,,
934,11-Dec-14,"25,000,000,000","73,868,100,000","48,868,100,000","25,000,000,000","23,471,806,147","1,528,193,853",11-Jun-15,182,,,,93.887,12.26,,13.485,"1,435",2.955
,,,,,,,,,,,,,,,,,,
935,24-Dec-14,"25,000,000,000","35,034,500,000","10,034,500,000","30,621,100,000","28,741,645,557","1,879,454,443",24-Jun-15,182,,,,93.862,12.31,,13.546,"1,429",1.401
,,,,,,,,,,,,,,,,,,
936,08-Jan-15,"20,000,000,000","32,286,800,000","12,286,800,000","14,483,400,000","13,582,207,852","901,192,148",09-Jul-15,182,,,,93.778,12.478,,13.75,"1,407",1.614
,,,,,,,,,,,,,,,,,,
937,22-Jan-15,"20,000,000,000","25,558,400,000","5,558,400,000","20,000,000,000","18,725,490,448","1,274,509,552",23-Jul-15,182,,,,93.627,12.781,,14.118,"1,369",1.278
,,,,,,,,,,,,,,,,,,
938,05-Feb-15,"20,000,000,000","25,546,000,000","5,546,000,000","20,000,000,000","18,682,343,226","1,317,656,774",06-Aug-15,182,,,,93.412,13.212,,14.646,"1,317",1.277
,,,,,,,,,,,,,,,,,,
939,19-Feb-15,"20,000,000,000","52,952,500,000","32,952,500,000","20,000,000,000","23,339,083,960","-3,339,083,960",20-Aug-15,182,,,,93.272,13.493,,14.991,"1,286",2.648
,,,,,,,,,,,,,,,,,,
940,05-Mar-15,"20,000,000,000","44,374,100,000","24,374,100,000","20,000,000,000","18,654,385,804","1,345,614,196",03-Sep-15,182,,,,93.272,13.493,,14.991,"1,286",2.219
,,,,,,,,,,,,,,,,,,
941,14-May-15,"20,000,000,000","35,512,900,000","155,129,000,000","20,000,000,000","18,654,385,804","1,345,614,196",17-Sep-15,182,,,,92.89,14.259,,15.941, -   ,2
,,,,,,,,,,,,,,,,,,
942,02-Apr-15,"20,000,000,000","18,657,200,000","-1,342,800,000","18,657,200,000","17,369,935,405","1,287,264,595",01-Oct-15,182,,,,93.1,13.838,,15.417, -   ,1
,,,,,,,,,,,,,,,,,,
943,16-Apr-15,"20,000,000,000","48,917,300,000","28,917,300,000","34,586,500,000","32,184,366,055","2,402,133,945",15-Oct-15,182,,,,93.055,13.929,,15.53, -   ,1.414
,,,,,,,,,,,,,,,,,,
944,30-Apr-15,"20,000,000,000","489,173,000,000","28,917,300,000","34,667,300,000","32,259,474,210","2,407,825,790",29-Oct-15,182,,,,93.055,13.929,,15.53, -   ,1.411
,,,,,,,,,,,,,,,,,,
945,14-May-15,"20,000,000,000","17,144,300,000","-2,855,700,000","20,000,000,000","15,934,096,278","4,065,903,722",12-Nov-15,182,,,,92.941,14.157,,15.814, -   ,0.857
,,,,,,,,,,,,,,,,,,
946,28-May-15,"20,000,000,000","67,550,700,000","47,550,700,000","20,000,000,000","18,638,681,640","1,361,318,360",26-Nov-15,182,,,,93.193,13.651,,15.187, -   ,3.378
,,,,,,,,,,,,,,,,,,
947,11-Jun-15,"20,000,000,000","37,136,300,000","17,136,300,000","35,000,000,000","32,662,498,980","2,337,501,020",10-Dec-15,182,,,,93.321,13.395,,14.87, -   ,1.061
,,,,,,,,,,,,,,,,,,
948,25-Jun-15,"20,000,000,000","26,198,300,000","6,198,300,000","21,800,000,000","20,310,532,392","1,489,467,608",24-Dec-15,182,,,,93.168,13.702,,15.249,"1,800",1.202
,,,,,,, -   ,,,,,,,,,, -   ,
949,08-Jul-15,"25,000,000,000","30,635,700,000","5,635,700,000","25,000,000,000","23,220,015,977","1,779,984,023",07-Jan-16,,,,,92.88,14.279,,15.966, -   ,1.225
,,,,,,, -   ,,,,,,,,,, -   ,
,22-Jul-15,"25,000,000,000","13,515,000,000","-11,485,000,000","3,015,000,000","2,794,297,000","220,703,000",21-Jan-16,,,,,92.68,14.681,,16.469,"10,500,000,000",0.541
,,,,,,, -   ,,,,,,,,,, -   ,
,05-Aug-15,"25,000,000,000","25,366,100,000","366,100,000","17,366,100,000","16,027,688,173","1,338,411,827",04-Feb-16,,,,,92.293,15.456,,17.45,"8,000,000,000",1.015
,,,,,,, -   ,,,,,,,,,, -   ,
,19-Aug-15,"25,000,000,000","38,314,800,000","13,314,800,000","35,564,800,000","32,730,030,112","2,834,769,888",01-Jul-00,182,,,,92.029,15.985,,18.126, -   ,1.533
,,,,,,, -   ,,,,,,,,,, -   ,
,02-Sep-15,"25,000,000,000","27,410,800,000","2,410,800,000","25,410,800,000","23,280,401,028","2,130,398,972",03-Mar-16,182,,,,91.616,16.814,,19.197, -   ,1.096
,,,,,,, -   ,,,,,,,,,, -   ,
,16-Sep-15,"25,000,000,000","32,925,100,000","7,925,100,000","28,925,100,000","26,355,682,367","2,569,417,633",17-Mar-16,182,,,,91.117,17.815,,20.51, -   ,1.317
,,,,,,, -   ,,,,,,,,,, -   ,
,30-Sep-15,"25,000,000,000","15,638,800,000","-9,361,200,000","14,638,800,000","13,293,581,168","1,345,218,832",31-Mar-16,182,,,,90.811,18.429,,21.327,"1,000,000,000",0.626
,,,,,,, -   ,,,,,,,,,, -   ,
,14-Oct-15,"25,000,000,000","41,583,900,000","16,583,900,000","37,903,900,000","34,186,128,488","3,717,771,512",14-Apr-16,182,,,,90.192,19.671,,23.003, -   ,1.663
,,,,,,, -   ,,,,,,,,,, -   ,
,28-Oct-15,"25,000,000,000","41,526,800,000","16,526,800,000","25,000,000,000","22,556,249,416","2,443,750,584",28-Apr-16,182,,,,90.225,19.604,,22.911, -   ,1.661
,,,,,,, -   ,,,,,,,,,, -   ,
,11-Nov-15,"25,000,000,000","45,643,800,000","20,643,800,000","25,000,000,000","22,551,134,074","2,448,865,926",12-May-16,182,,,,90.205,19.645,,22.967, -   ,1.826
,,,,,,, -   ,,,,,,,,,, -   ,
,25-Nov-15,"25,000,000,000","52,315,100,000","27,315,100,000","25,000,000,000","22,587,737,532","2,412,262,468",26-May-16,182,,,,90.351,19.351,,22.568, -   ,2.093
,,,,,,, -   ,,,,,,,,,, -   ,
,09-Dec-15,"25,000,000,000","42,481,400,000","17,481,400,000","25,000,000,000","22,570,818,937","2,429,181,063",09-Jun-16,182,,,,90.283,19.487,,22.752, -   ,1.699
,,,,,,, -   ,,,,,,,,,, -   ,
,23-Dec-15,"25,000,000,000","20,029,200,000","-4,970,800,000","20,029,200,000","18,070,947,170","1,958,252,830",23-Jun-16,182,,,,90.223,19.608,,22.917, -   ,0.801
,,,,,,, -   ,,,,,,,,,, -   ,
,06-Jan-16,"25,000,000,000","9,576,600,000","-15,423,400,000","8,576,000,000","7,314,440,060","1,261,559,940",07-Jul-16,182,,,,85.29,29.502,,37.59,"1,000,600,000",0.383
,,,,,,, -   ,,,,,,,,,, -   ,
,20-Jan-16,"25,000,000,000","31,219,900,000","6,219,900,000","25,000,000,000","22,529,115,934","2,470,884,066",21-Jul-16,182,,,,90.116,19.821,,23.208, -   ,1.249
,,,,,,, -   ,,,,,,,,,, -   ,
,03-Feb-16,"25,000,000,000","41,911,000,000","16,911,000,000","25,000,000,000","22,473,181,670","2,526,818,330",04-Aug-16,182,,,,89.893,20.27,,23.823, -   ,1.676
,,,,,,,,,,,,,,,,, -   ,
,17-Feb-16,"30,000,000,000","94,333,500,000","64,333,500,000","30,000,000,000","27,034,500,000","2,965,500,000",19-Aug-16,182,,,,90.115,19.824,,23.212, -   ,3.144
,,,,,,,,,,,,,,,,, -   ,
966,02-Mar-16,"30,000,000,000","61,232,300,000","31,232,300,000","30,000,000,000","27,338,097,371","2,661,902,629",01-Sep-16,182,,,,91.127,17.795,,20.483, -   ,2.041
,,,,,,,,,,,,,,,,, -   ,
967,16-Mar-16,"25,000,000,000","151,190,700,000","126,190,700,000","25,000,000,000","23,175,330,223","1,824,669,777",15-Sep-16,182,,,,92.701,14.638,,16.416, -   ,6.048
,,,,,,,,,,,,,,,,, -   ,
968,30-Mar-16,"25,000,000,000","31,398,200,000","6,398,200,000","25,000,000,000","23,189,055,782","1,810,944,218",29-Sep-16,182,,,,92.756,14.528,,16.277, -   ,1.256
,,,,,,,,,,,,,,,,, -   ,
969,14-Apr-16,"35,000,000,000","70,256,400,000","35,256,400,000","35,000,000,000","32,530,870,323","2,469,129,677",13-Oct-16,182,,,,92.945,14.149,,15.804, -   ,2.007
,,,,,,,,,,,,,,,,, -   ,
970,28-Apr-16,"35,000,000,000","30,864,100,000","-4,135,900,000","30,864,100,000","28,691,480,000","2,172,620,000",27-Oct-16,182,,,,92.961,14.117,,15.764, -   ,0.882
,,,,,,,,,,,,,,,,, -   ,
971,13-May-16,"30,000,000,000","33,872,000,000","3,872,000,000","30,000,000,000","27,872,211,540","2,127,788,460",10-Nov-16,182,,,,92.907,14.225,,15.899, -   ,1.129
,,,,,,,,,,,,,,,,, -   ,
972,26-May-16,"30,000,000,000","66,171,900,000","36,171,900,000","56,871,900,000","52,796,844,465","4,075,055,535",24-Nov-16,182,,,,92.835,14.369,,16.079, -   ,2.206
,,,,,,,,,,,,,,,,, -   ,
973,10-Jun-16,"30,000,000,000","80,882,400,000","50,882,400,000","80,882,400,000","75,043,272,544","5,839,127,456",09-Dec-16,182,,,,92.781,14.478,,16.215, -   ,2.696
,,,,,,,,,,,,,,,,, -   ,
974,23-Jun-16,"70,000,000,000","62,156,000,000","-7,844,000,000","32,156,000,000","29,742,042,080","2,413,957,920",22-Dec-16,182,,,,92.493,15.055,,16.941,"30,000,000,000",0.888
,,,,,,,,,,,,,,,,, -   ,
975,06-Jul-16,"25,000,000,000","73,199,500,000","48,199,500,000","25,000,000,000","23,216,256,919","1,783,743,081",05-Jan-17,182,,,,95.865,14.309,,16.004, -   ,2.928
,,,,,,,,,,,,,,,,, -   ,
976,20-Jul-16,"25,000,000,000","27,851,000,000","2,851,000,000","25,000,000,000","23,197,901,840","1,802,098,160",19-Jan-17,182,,,,92.792,14.456,,16.187, -   ,1.114
,,,,,,,,,,,,,,,,, -   ,
977,04-Aug-16,"25,000,000,000","11,152,900,000","-13,847,100,000","8,152,900,000","7,562,212,215","590,687,785",02-Feb-17,182,,,,92.755,14.53,,16.28,"3,000,000,000",0.446
,,,,,,,,,,,,,,,,, -   ,
978,18-Aug-16,"25,000,000,000","46,375,200,000","21,375,200,000","25,000,000,000","23,242,429,380","1,757,570,620",16-Feb-17,182,,,,92.97,14.099,,15.741, -   ,1.855
,,,,,,,,,,,,,,,,, -   ,
979,01-Sep-16,"25,000,000,000","41,205,700,000","16,205,700,000","25,000,000,000","23,248,708,279","1,751,291,721",02-Mar-17,182,,,,92.995,14.048,,15.679, -   ,1.648
,,,,,,,,,,,,,,,,, -   ,
980,15-Sep-16,"25,000,000,000","48,944,600,000","23,944,600,000","25,000,000,000","23,249,950,702","1,750,049,298",16-Mar-17,182,,,,93,14.038,,15.666, -   ,1.958
,,,,,,,,,,,,,,,,, -   ,
981,29-Sep-16,"25,000,000,000","78,991,000,000","53,991,000,000","62,491,000,000","58,169,126,900","4,321,873,100",30-Mar-17,182,,,,93.084,13.87,,15.457, -   ,3.16
,,,,,,,,,,,,,,,,, -   ,
982,12-Oct-16,"25,000,000,000","46,787,500,000","21,787,500,000","25,000,000,000","23,307,027,672","1,692,972,328",12-Apr-17,182,,,,93.228,13.581,14.568,15.1, -   ,1.872
,,,,,,,,,,,,,,,,, -   ,
983,26-Oct-16,"25,000,000,000","35,808,000,000","10,808,000,000","25,000,000,000","23,339,535,710","1,660,464,290",26-Apr-17,182,,,,93.358,13.32,14.268,14.779, -   ,1.432
,,,,,,,,,,,,,,,,, -   ,
984,10-Nov-16,"25,000,000,000","40,756,100,000","15,756,100,000","25,000,000,000","23,347,287,465","1,652,712,535",11-May-17,182,,,,93.389,13.258,14.197,14.702, -   ,1.63
,,,,,,,,,,,,,,,,, -   ,
985,24-Nov-16,"25,000,000,000","48,723,200,000","23,723,200,000","25,000,000,000","23,346,844,536","1,653,155,464",23-Feb-17,182,,,,93.387,13.262,14.155,14.707, -   ,1.949
,,,,,,,,,,,,,,,,, -   ,
